timestamp,symbol,side,price,size,reason,realized_pnl
2024-01-19T17:00:00+00:00,BTC-USD,buy,41146.75390625,0.029163904465808313,level_1_entry,
2024-01-19T18:00:00+00:00,BTC-USD,buy,41740.640625,0.0287987531735085,level_2_entry,
2024-01-19T19:00:00+00:00,BTC-USD,buy,41762.578125,0.02600023980131826,level_3_entry,
2024-01-23T09:00:00+00:00,BTC-USD,buy,38933.33203125,0.003965974569517064,level_4_entry,
2024-01-26T16:00:00+00:00,BTC-USD,sell,41957.8984375,0.02600023980131826,level_3_reversion,13.893769673029853
2024-01-26T17:00:00+00:00,BTC-USD,sell,41901.0,0.0287987531735085,level_2_reversion,13.750609523612312
2024-01-26T18:00:00+00:00,BTC-USD,sell,42093.23046875,0.003965974569517064,level_4_reversion,2.656024509254076
2024-01-26T19:00:00+00:00,BTC-USD,sell,42022.640625,0.029163904465808313,level_1_reversion,17.472474750732992
2024-02-23T15:00:00+00:00,BTC-USD,buy,50909.08984375,0.02368403656626795,level_1_entry,
2024-02-23T22:00:00+00:00,BTC-USD,buy,50775.41015625,0.023738908514037812,level_2_entry,
2024-02-24T01:00:00+00:00,BTC-USD,buy,50602.140625,0.021995787110627163,level_3_entry,
2024-02-24T17:00:00+00:00,BTC-USD,sell,51561.2578125,0.02368403656626795,level_1_reversion,18.832146122327313
2024-02-25T06:00:00+00:00,BTC-USD,sell,51742.60546875,0.023738908514037812,level_2_reversion,23.180772473149442
2024-02-25T16:00:00+00:00,BTC-USD,buy,51399.609375,0.02358863054071653,level_1_entry,
2024-02-25T20:00:00+00:00,BTC-USD,sell,51744.015625,0.02358863054071653,level_1_reversion,15.33460324590321
2024-02-26T01:00:00+00:00,BTC-USD,buy,51489.60546875,0.0235709482960662,level_1_entry,
2024-02-26T02:00:00+00:00,BTC-USD,buy,51438.73828125,0.02323407735312803,level_2_entry,
2024-02-26T15:00:00+00:00,BTC-USD,sell,52765.24609375,0.021995787110627163,level_3_reversion,31.218984845843075
2024-02-26T16:00:00+00:00,BTC-USD,sell,53412.2109375,0.02323407735312803,level_2_reversion,48.00814191470962
2024-02-26T17:00:00+00:00,BTC-USD,sell,53495.93359375,0.0235709482960662,level_1_reversion,50.67763448047107
2024-03-15T03:00:00+00:00,BTC-USD,buy,68007.3671875,0.01805985248625287,level_1_entry,
2024-03-15T04:00:00+00:00,BTC-USD,buy,67360.7109375,0.01821242056879183,level_2_entry,
2024-03-15T18:00:00+00:00,BTC-USD,sell,70252.0546875,0.01821242056879183,level_2_reversion,46.794549110501684
2024-03-15T23:00:00+00:00,BTC-USD,sell,69522.7265625,0.01805985248625287,level_1_reversion,33.2309860496073
2024-03-16T10:00:00+00:00,BTC-USD,buy,68400.6640625,0.01809640448041369,level_1_entry,
2024-03-16T12:00:00+00:00,BTC-USD,buy,67939.953125,0.018204393163938768,level_2_entry,
2024-03-16T17:00:00+00:00,BTC-USD,buy,67291.0703125,0.017184835231297806,level_3_entry,
2024-03-19T14:00:00+00:00,BTC-USD,buy,62780.68359375,0.002497688274991755,level_4_entry,
2024-03-25T04:00:00+00:00,BTC-USD,sell,67500.3828125,0.01809640448041369,level_1_reversion,-2.8796809480403947
2024-03-25T13:00:00+00:00,BTC-USD,sell,67954.515625,0.017184835231297806,level_3_reversion,5.069574627701826
2024-03-25T14:00:00+00:00,BTC-USD,sell,69298.546875,0.002497688274991755,level_4_reversion,4.093796145992205
2024-03-25T15:00:00+00:00,BTC-USD,sell,69762.1953125,0.018204393163938768,level_2_reversion,38.27805882524644
2024-04-02T02:00:00+00:00,BTC-USD,buy,67036.9375,0.01854430616616406,level_1_entry,
2024-04-02T03:00:00+00:00,BTC-USD,buy,66763.0078125,0.018611263240452803,level_2_entry,
2024-04-02T04:00:00+00:00,BTC-USD,buy,66604.265625,0.017225663154973557,level_3_entry,
2024-04-07T01:00:00+00:00,BTC-USD,sell,69572.40625,0.018611263240452803,level_2_reversion,51.483772677773246
2024-04-07T02:00:00+00:00,BTC-USD,sell,69335.7734375,0.01854430616616406,level_1_reversion,46.910360031255905
2024-04-07T08:00:00+00:00,BTC-USD,sell,69491.8671875,0.017225663154973557,level_3_reversion,46.263490450781305
2024-04-10T12:00:00+00:00,BTC-USD,buy,67954.1796875,0.01854944631835575,level_1_entry,
2024-04-10T13:00:00+00:00,BTC-USD,buy,68161.9921875,0.018499679140393317,level_2_entry,
2024-04-10T16:00:00+00:00,BTC-USD,sell,69534.7265625,0.018499679140393317,level_2_reversion,27.31995985546772
2024-04-10T17:00:00+00:00,BTC-USD,sell,69352.09375,0.01854944631835575,level_1_reversion,24.005717487038858
2024-04-12T17:00:00+00:00,BTC-USD,buy,68087.7578125,0.01860351302785504,level_1_entry,
2024-04-12T18:00:00+00:00,BTC-USD,buy,66743.4453125,0.0189332512184945,level_2_entry,
2024-04-12T19:00:00+00:00,BTC-USD,buy,67119.359375,0.017449518806208503,level_3_entry,
2024-04-13T20:00:00+00:00,BTC-USD,buy,62081.703125,0.002900231244495066,level_4_entry,
2024-04-22T03:00:00+00:00,BTC-USD,sell,65776.7734375,0.01860351302785504,level_1_reversion,-23.78384614363753
2024-04-22T05:00:00+00:00,BTC-USD,sell,66433.0546875,0.002900231244495066,level_4_reversion,-1.8044620755016556
2024-04-22T06:00:00+00:00,BTC-USD,sell,66356.5703125,0.017449518806208503,level_3_reversion,-12.19133428653379
2024-04-22T07:00:00+00:00,BTC-USD,sell,66059.3359375,0.0189332512184945,level_2_reversion,-18.85557641353051
2024-04-24T18:00:00+00:00,BTC-USD,buy,64140.765625,0.019642348371671437,level_1_entry,
2024-04-24T19:00:00+00:00,BTC-USD,buy,63997.36328125,0.019681080400789076,level_2_entry,
2024-04-25T10:00:00+00:00,BTC-USD,buy,63458.68359375,0.018450167446562648,level_3_entry,
2024-04-25T17:00:00+00:00,BTC-USD,sell,64647.92578125,0.019642348371671437,level_1_reversion,15.199962491738892
2024-04-26T10:00:00+00:00,BTC-USD,buy,64111.90234375,0.019317211366635365,level_1_entry,
2024-04-30T00:00:00+00:00,BTC-USD,sell,64561.15625,0.019317211366635365,level_1_reversion,11.727508245600657
2024-04-30T01:00:00+00:00,BTC-USD,buy,63814.66796875,0.0195702284651799,level_1_entry,
2024-04-30T19:00:00+00:00,BTC-USD,buy,59120.06640625,0.002978270277067462,level_4_entry,
2024-05-04T05:00:00+00:00,BTC-USD,sell,63383.40625,0.0195702284651799,level_1_reversion,-5.6447027946641795
2024-05-04T10:00:00+00:00,BTC-USD,sell,64290.63671875,0.002978270277067462,level_4_reversion,1.8429456387948295
2024-05-04T11:00:00+00:00,BTC-USD,sell,63866.68359375,0.018450167446562648,level_3_reversion,3.594907857158038
2024-05-04T12:00:00+00:00,BTC-USD,sell,64009.7578125,0.019681080400789076,level_2_reversion,6.6505992922245385
2024-05-08T20:00:00+00:00,BTC-USD,buy,61593.57421875,0.020519669880351525,level_1_entry,
2024-05-08T21:00:00+00:00,BTC-USD,buy,61473.25,0.02055501422374768,level_2_entry,
2024-05-08T22:00:00+00:00,BTC-USD,buy,61231.9140625,0.01905707127756445,level_3_entry,
2024-05-09T19:00:00+00:00,BTC-USD,sell,62414.9375,0.020519669880351525,level_1_reversion,20.0500175689816
2024-05-09T20:00:00+00:00,BTC-USD,sell,62623.58203125,0.02055501422374768,level_2_reversion,24.373244261857383
2024-05-09T22:00:00+00:00,BTC-USD,sell,63295.296875,0.01905707127756445,level_3_reversion,35.39796614734375
2024-05-10T14:00:00+00:00,BTC-USD,buy,61223.125,0.02080028350524516,level_1_entry,
2024-05-10T15:00:00+00:00,BTC-USD,buy,60913.7109375,0.020893260802258957,level_2_entry,
2024-05-10T16:00:00+00:00,BTC-USD,buy,61110.2890625,0.019096048524659324,level_3_entry,
2024-05-13T07:00:00+00:00,BTC-USD,sell,62352.71875,0.019096048524659324,level_3_reversion,24.27841611024195
2024-05-13T08:00:00+00:00,BTC-USD,sell,62785.90234375,0.020893260802258957,level_2_reversion,35.61398136665925
2024-05-13T09:00:00+00:00,BTC-USD,sell,63038.6953125,0.02080028350524516,level_1_reversion,40.713660670311626
2024-05-14T08:00:00+00:00,BTC-USD,buy,61830.3203125,0.020791273238719373,level_1_entry,
2024-05-14T09:00:00+00:00,BTC-USD,buy,61769.546875,0.020809274508659117,level_2_entry,
2024-05-14T12:00:00+00:00,BTC-USD,buy,61560.41015625,0.019249897150548985,level_3_entry,
2024-05-15T09:00:00+00:00,BTC-USD,sell,62737.73046875,0.020791273238719373,level_1_reversion,21.07358854699724
2024-05-15T12:00:00+00:00,BTC-USD,sell,63715.94921875,0.019249897150548985,level_3_reversion,38.34189313737503
2024-05-15T13:00:00+00:00,BTC-USD,sell,64161.84375,0.020809274508659117,level_2_reversion,50.726598449009174
2024-05-28T04:00:00+00:00,BTC-USD,buy,67755.5859375,0.01916813375163993,level_1_entry,
2024-05-28T07:00:00+00:00,BTC-USD,buy,67651.53125,0.019194078324289748,level_2_entry,
2024-05-28T10:00:00+00:00,BTC-USD,sell,68545.5703125,0.01916813375163993,level_1_reversion,16.140467702600155
2024-05-28T13:00:00+00:00,BTC-USD,buy,67685.765625,0.019215917504562533,level_1_entry,
2024-05-29T03:00:00+00:00,BTC-USD,sell,68707.5859375,0.019215917504562533,level_1_reversion,19.46469579787879
2024-05-29T07:00:00+00:00,BTC-USD,buy,67928.0859375,0.01919027203665076,level_1_entry,
2024-05-29T14:00:00+00:00,BTC-USD,buy,67588.09375,0.017801253198867436,level_3_entry,
2024-05-30T17:00:00+00:00,BTC-USD,sell,69430.015625,0.017801253198867436,level_3_reversion,30.073419469223538
2024-05-30T18:00:00+00:00,BTC-USD,sell,69351.4296875,0.019194078324289748,level_2_reversion,30.91807221282459
2024-05-31T06:00:00+00:00,BTC-USD,buy,68236.0625,0.0192197587784636,level_2_entry,
2024-05-31T09:00:00+00:00,BTC-USD,buy,67895.921875,0.017861084429423725,level_3_entry,
2024-06-03T04:00:00+00:00,BTC-USD,sell,68504.8828125,0.01919027203665076,level_1_reversion,10.473049803825276
2024-06-03T05:00:00+00:00,BTC-USD,sell,68648.421875,0.0192197587784636,level_2_reversion,13.247928286461924
2024-06-03T06:00:00+00:00,BTC-USD,sell,69000.609375,0.017861084429423725,level_3_reversion,18.60186250480425
2024-06-11T01:00:00+00:00,BTC-USD,buy,68481.59375,0.019208350757228806,level_1_entry,
2024-06-11T02:00:00+00:00,BTC-USD,buy,68217.640625,0.019273754539338148,level_2_entry,
2024-06-11T03:00:00+00:00,BTC-USD,buy,68417.4453125,0.017608176592095428,level_3_entry,
2024-06-12T14:00:00+00:00,BTC-USD,sell,69928.65625,0.019273754539338148,level_2_reversion,30.026581556984176
2024-06-12T15:00:00+00:00,BTC-USD,sell,69726.5859375,0.019208350757228806,level_1_reversion,26.043251566884475
2024-06-12T18:00:00+00:00,BTC-USD,buy,68794.1953125,0.019231878007053102,level_1_entry,
2024-06-12T19:00:00+00:00,BTC-USD,buy,67500.0390625,0.019515845852984832,level_2_entry,
2024-06-21T07:00:00+00:00,BTC-USD,buy,64187.97265625,0.0024846447443841835,level_4_entry,
2024-06-30T22:00:00+00:00,BTC-USD,sell,62799.94140625,0.019231878007053102,level_1_reversion,-100.84803919631752
